Line_Density_128,Length_128,Mass_128,Filament_pixels_128
95.77433589242658,69.32639999999999,6639.689919812721,"[(np.int64(112), np.int64(45), np.float64(0.07480624052475658), 13), (np.int64(112), np.int64(46), np.float64(0.049800219651256625), 13), (np.int64(113), np.int64(47), np.float64(0.03131135985608124), 13), (np.int64(113), np.int64(48), np.float64(0.0413688791688108), 13), (np.int64(113), np.int64(49), np.float64(0.06663487069942726), 13), (np.int64(114), np.int64(50), np.float64(0.09239095066697746), 13), (np.int64(115), np.int64(51), np.float64(0.10295299033045328), 13), (np.int64(116), np.int64(51), np.float64(0.12301158540439498), 13), (np.int64(117), np.int64(51), np.float64(0.13594960650688803), 13), (np.int64(118), np.int64(52), np.float64(0.14349360126622349), 13), (np.int64(118), np.int64(53), np.float64(0.12914180686376983), 13), (np.int64(119), np.int64(54), np.float64(0.07485108090222131), 13), (np.int64(120), np.int64(54), np.float64(0.04454207598102731), 13)]"
109.94542775114878,69.32639999999999,7622.120702447241,"[(np.int64(114), np.int64(63), np.float64(0.049365302121589974), 13), (np.int64(115), np.int64(64), np.float64(0.09901396243462723), 13), (np.int64(116), np.int64(64), np.float64(0.1429536226394295), 13), (np.int64(117), np.int64(64), np.float64(0.1826105508651579), 13), (np.int64(118), np.int64(65), np.float64(0.2248019128026587), 13), (np.int64(119), np.int64(65), np.float64(0.24511361776834875), 13), (np.int64(120), np.int64(65), np.float64(0.25821458465113684), 13), (np.int64(121), np.int64(66), np.float64(0.26212256303352643), 13), (np.int64(122), np.int64(67), np.float64(0.22823251801543465), 13), (np.int64(123), np.int64(68), np.float64(0.2009606491813389), 13), (np.int64(123), np.int64(69), np.float64(0.21270990394323724), 13), (np.int64(124), np.int64(70), np.float64(0.19926063087158313), 13), (np.int64(124), np.int64(71), np.float64(0.17513450625022925), 13)]"
99.86549638375553,170.6496,17042.007011689326,"[(np.int64(98), np.int64(68), np.float64(0.060123981118865084), 32), (np.int64(99), np.int64(68), np.float64(0.04768010631720853), 32), (np.int64(94), np.int64(69), np.float64(0.1450202023122805), 32), (np.int64(95), np.int64(69), np.float64(0.13355444538713018), 32), (np.int64(96), np.int64(69), np.float64(0.10938737156430428), 32), (np.int64(97), np.int64(69), np.float64(0.08342010051505076), 32), (np.int64(93), np.int64(70), np.float64(0.15623134609069955), 32), (np.int64(92), np.int64(71), np.float64(0.15015622989187033), 32), (np.int64(91), np.int64(72), np.float64(0.13017357301268725), 32), (np.int64(90), np.int64(73), np.float64(0.10774845043096813), 32), (np.int64(86), np.int64(74), np.float64(0.07348962557743403), 32), (np.int64(87), np.int64(74), np.float64(0.07416680380504562), 32), (np.int64(88), np.int64(74), np.float64(0.08022490297264266), 32), (np.int64(89), np.int64(74), np.float64(0.08962900280884532), 32), (np.int64(84), np.int64(75), np.float64(0.09698922739473728), 32), (np.int64(85), np.int64(75), np.float64(0.0854019768066461), 32), (np.int64(82), np.int64(76), np.float64(0.14008312653921542), 32), (np.int64(83), np.int64(76), np.float64(0.12167910647608102), 32), (np.int64(81), np.int64(77), np.float64(0.18027897740460488), 32), (np.int64(81), np.int64(78), np.float64(0.19230000176281759), 32), (np.int64(80), np.int64(79), np.float64(0.21322020886543072), 32), (np.int64(80), np.int64(80), np.float64(0.21686151804605708), 32), (np.int64(80), np.int64(81), np.float64(0.21020034259895984), 32), (np.int64(79), np.int64(82), np.float64(0.20043890659447317), 32), (np.int64(76), np.int64(83), np.float64(0.07725757624324894), 32), (np.int64(77), np.int64(83), np.float64(0.10525218690454788), 32), (np.int64(78), np.int64(83), np.float64(0.14400635241653664), 32), (np.int64(73), np.int64(84), np.float64(0.06389418606340332), 32), (np.int64(74), np.int64(84), np.float64(0.06502924849299511), 32), (np.int64(75), np.int64(84), np.float64(0.06319347643020075), 32), (np.int64(71), np.int64(85), np.float64(0.048905309328688064), 32), (np.int64(72), np.int64(85), np.float64(0.057543586726172574), 32)]"
116.47972500342742,74.6592,8696.283084975888,"[(np.int64(224), np.int64(77), np.float64(0.07275350578800269), 14), (np.int64(224), np.int64(78), np.float64(0.09533435576140162), 14), (np.int64(223), np.int64(79), np.float64(0.13376635518141985), 14), (np.int64(222), np.int64(80), np.float64(0.15859025295644896), 14), (np.int64(222), np.int64(81), np.float64(0.15193175650314225), 14), (np.int64(221), np.int64(82), np.float64(0.16615134076225255), 14), (np.int64(221), np.int64(83), np.float64(0.1660296292553404), 14), (np.int64(221), np.int64(84), np.float64(0.18821405219694112), 14), (np.int64(221), np.int64(85), np.float64(0.23833029653211185), 14), (np.int64(222), np.int64(86), np.float64(0.3163433573580475), 14), (np.int64(223), np.int64(87), np.float64(0.38718422059831076), 14), (np.int64(223), np.int64(88), np.float64(0.42851117186396176), 14), (np.int64(223), np.int64(89), np.float64(0.4229670497116086), 14), (np.int64(223), np.int64(90), np.float64(0.3838139321247537), 14)]"
114.89844018715257,138.65279999999998,15930.990447581227,"[(np.int64(212), np.int64(87), np.float64(0.09847545735304872), 26), (np.int64(212), np.int64(88), np.float64(0.11676313814294338), 26), (np.int64(213), np.int64(89), np.float64(0.14370623193896956), 26), (np.int64(214), np.int64(90), np.float64(0.16318968939348014), 26), (np.int64(215), np.int64(91), np.float64(0.199628350374008), 26), (np.int64(216), np.int64(92), np.float64(0.23173767405785306), 26), (np.int64(217), np.int64(93), np.float64(0.21010878003905484), 26), (np.int64(217), np.int64(94), np.float64(0.1597614224742064), 26), (np.int64(217), np.int64(95), np.float64(0.11783426218942489), 26), (np.int64(217), np.int64(96), np.float64(0.10906114858993261), 26), (np.int64(217), np.int64(97), np.float64(0.12900565566282735), 26), (np.int64(217), np.int64(98), np.float64(0.16379197709638493), 26), (np.int64(217), np.int64(99), np.float64(0.19934038449395416), 26), (np.int64(217), np.int64(100), np.float64(0.2239960435688712), 26), (np.int64(217), np.int64(101), np.float64(0.24083447984797032), 26), (np.int64(217), np.int64(102), np.float64(0.26074645984181305), 26), (np.int64(217), np.int64(103), np.float64(0.2897133655446404), 26), (np.int64(217), np.int64(104), np.float64(0.3259886355684231), 26), (np.int64(217), np.int64(105), np.float64(0.35008925678314085), 26), (np.int64(217), np.int64(106), np.float64(0.3385326565274223), 26), (np.int64(216), np.int64(107), np.float64(0.28287450992227625), 26), (np.int64(216), np.int64(108), np.float64(0.2671252300227103), 26), (np.int64(215), np.int64(109), np.float64(0.25175223173941413), 26), (np.int64(214), np.int64(110), np.float64(0.27057740435059063), 26), (np.int64(214), np.int64(111), np.float64(0.2753418137030426), 26), (np.int64(213), np.int64(112), np.float64(0.26106907965023596), 26)]"
127.0424310081986,165.3168,21002.248158496168,"[(np.int64(145), np.int64(88), np.float64(0.11735242046993856), 31), (np.int64(143), np.int64(89), np.float64(0.12145358023203409), 31), (np.int64(144), np.int64(89), np.float64(0.1016317174925463), 31), (np.int64(146), np.int64(89), np.float64(0.16520387433868194), 31), (np.int64(147), np.int64(89), np.float64(0.27159914023953097), 31), (np.int64(148), np.int64(89), np.float64(0.382437831152776), 31), (np.int64(149), np.int64(89), np.float64(0.43602218564039436), 31), (np.int64(142), np.int64(90), np.float64(0.13309346071681807), 31), (np.int64(150), np.int64(90), np.float64(0.47027905199506587), 31), (np.int64(151), np.int64(90), np.float64(0.44132546021862457), 31), (np.int64(152), np.int64(90), np.float64(0.4110955612568443), 31), (np.int64(141), np.int64(91), np.float64(0.12417961927693223), 31), (np.int64(153), np.int64(91), np.float64(0.4125354548817119), 31), (np.int64(140), np.int64(92), np.float64(0.09348631705547876), 31), (np.int64(154), np.int64(92), np.float64(0.3916892694580892), 31), (np.int64(155), np.int64(92), np.float64(0.3771947946351165), 31), (np.int64(156), np.int64(93), np.float64(0.43597620962971434), 31), (np.int64(157), np.int64(94), np.float64(0.5779557612364088), 31), (np.int64(158), np.int64(95), np.float64(0.682026646037278), 31), (np.int64(159), np.int64(96), np.float64(0.6292531344658095), 31), (np.int64(160), np.int64(97), np.float64(0.4389712235513024), 31), (np.int64(161), np.int64(98), np.float64(0.2633726665852275), 31), (np.int64(162), np.int64(99), np.float64(0.16726784704114847), 31), (np.int64(163), np.int64(100), np.float64(0.10571864541571444), 31), (np.int64(163), np.int64(101), np.float64(0.08408489780411212), 31), (np.int64(164), np.int64(102), np.float64(0.08851358971954168), 31), (np.int64(164), np.int64(103), np.float64(0.11804918405778694), 31), (np.int64(164), np.int64(104), np.float64(0.14025159738438386), 31), (np.int64(164), np.int64(105), np.float64(0.1515783592724033), 31), (np.int64(164), np.int64(106), np.float64(0.16388823385979046), 31), (np.int64(165), np.int64(107), np.float64(0.191628667460329), 31)]"
127.39324506766884,213.31199999999998,27174.507891874575,"[(np.int64(104), np.int64(95), np.float64(0.1647803791505037), 40), (np.int64(105), np.int64(95), np.float64(0.1476116499232669), 40), (np.int64(106), np.int64(95), np.float64(0.1609576972709992), 40), (np.int64(107), np.int64(95), np.float64(0.1793195613598155), 40), (np.int64(108), np.int64(95), np.float64(0.18141782735451734), 40), (np.int64(109), np.int64(95), np.float64(0.17227941051166262), 40), (np.int64(110), np.int64(95), np.float64(0.16462694217397392), 40), (np.int64(111), np.int64(95), np.float64(0.16293408567550624), 40), (np.int64(112), np.int64(95), np.float64(0.16458476889543874), 40), (np.int64(113), np.int64(95), np.float64(0.1624625108373008), 40), (np.int64(114), np.int64(95), np.float64(0.15541326647645345), 40), (np.int64(115), np.int64(95), np.float64(0.15836951583773642), 40), (np.int64(116), np.int64(95), np.float64(0.1916808542046921), 40), (np.int64(117), np.int64(95), np.float64(0.26650203927522187), 40), (np.int64(118), np.int64(95), np.float64(0.3722134424464184), 40), (np.int64(119), np.int64(95), np.float64(0.4705038345438623), 40), (np.int64(120), np.int64(96), np.float64(0.5112054562593539), 40), (np.int64(121), np.int64(96), np.float64(0.4735126312086319), 40), (np.int64(122), np.int64(97), np.float64(0.33233866575788096), 40), (np.int64(123), np.int64(97), np.float64(0.24928387351060058), 40), (np.int64(124), np.int64(97), np.float64(0.20392536924775373), 40), (np.int64(136), np.int64(97), np.float64(0.25075478218909775), 40), (np.int64(137), np.int64(97), np.float64(0.26396663692945566), 40), (np.int64(138), np.int64(97), np.float64(0.2561176668154774), 40), (np.int64(139), np.int64(97), np.float64(0.23068750424101162), 40), (np.int64(125), np.int64(98), np.float64(0.2821700975397196), 40), (np.int64(126), np.int64(98), np.float64(0.3693663250047774), 40), (np.int64(127), np.int64(98), np.float64(0.46807866448331814), 40), (np.int64(128), np.int64(98), np.float64(0.5248856555844914), 40), (np.int64(129), np.int64(98), np.float64(0.5103927884712481), 40), (np.int64(130), np.int64(98), np.float64(0.43442275818295556), 40), (np.int64(131), np.int64(98), np.float64(0.3313272530428354), 40), (np.int64(132), np.int64(98), np.float64(0.24123330997445), 40), (np.int64(133), np.int64(98), np.float64(0.207493538657101), 40), (np.int64(134), np.int64(98), np.float64(0.22753983027020153), 40), (np.int64(135), np.int64(98), np.float64(0.2557348779049149), 40), (np.int64(140), np.int64(98), np.float64(0.21946884848340092), 40), (np.int64(141), np.int64(98), np.float64(0.19462186728278721), 40), (np.int64(142), np.int64(98), np.float64(0.1635986226853441), 40), (np.int64(143), np.int64(98), np.float64(0.13571959641835024), 40)]"
107.65982933742707,143.9856,15501.465123047039,"[(np.int64(93), np.int64(97), np.float64(0.07005876100367031), 27), (np.int64(92), np.int64(98), np.float64(0.09777858199878921), 27), (np.int64(91), np.int64(99), np.float64(0.10744127070396566), 27), (np.int64(91), np.int64(100), np.float64(0.11250409680547396), 27), (np.int64(91), np.int64(101), np.float64(0.11888903071437662), 27), (np.int64(91), np.int64(102), np.float64(0.1474027448555763), 27), (np.int64(91), np.int64(103), np.float64(0.19807533372036584), 27), (np.int64(91), np.int64(104), np.float64(0.25384638574911966), 27), (np.int64(92), np.int64(105), np.float64(0.3231968745535148), 27), (np.int64(92), np.int64(106), np.float64(0.32443863622181135), 27), (np.int64(93), np.int64(107), np.float64(0.30990657485378986), 27), (np.int64(93), np.int64(108), np.float64(0.2481819132976307), 27), (np.int64(93), np.int64(109), np.float64(0.17780236451877973), 27), (np.int64(93), np.int64(110), np.float64(0.11903923015730701), 27), (np.int64(92), np.int64(111), np.float64(0.08000995728273017), 27), (np.int64(91), np.int64(112), np.float64(0.08156771649177605), 27), (np.int64(90), np.int64(113), np.float64(0.10045727974610372), 27), (np.int64(89), np.int64(114), np.float64(0.11927095254257766), 27), (np.int64(88), np.int64(115), np.float64(0.14543080148834575), 27), (np.int64(88), np.int64(116), np.float64(0.17672827695967172), 27), (np.int64(88), np.int64(117), np.float64(0.21003302655870712), 27), (np.int64(88), np.int64(118), np.float64(0.23104751904693566), 27), (np.int64(88), np.int64(119), np.float64(0.23106667531738823), 27), (np.int64(88), np.int64(120), np.float64(0.21351751766537042), 27), (np.int64(88), np.int64(121), np.float64(0.18677012010496719), 27), (np.int64(88), np.int64(122), np.float64(0.15041231016294743), 27), (np.int64(87), np.int64(123), np.float64(0.10356888929797588), 27)]"
92.58753338565377,74.6592,6912.511172546202,"[(np.int64(173), np.int64(98), np.float64(0.06293214644256251), 14), (np.int64(174), np.int64(99), np.float64(0.07235500372118266), 14), (np.int64(174), np.int64(100), np.float64(0.07326118704820911), 14), (np.int64(175), np.int64(101), np.float64(0.0770846373402569), 14), (np.int64(175), np.int64(102), np.float64(0.07704122790772291), 14), (np.int64(175), np.int64(103), np.float64(0.07734966237145587), 14), (np.int64(176), np.int64(104), np.float64(0.07560220502385925), 14), (np.int64(176), np.int64(105), np.float64(0.07847673735913824), 14), (np.int64(177), np.int64(106), np.float64(0.07996327446866254), 14), (np.int64(178), np.int64(107), np.float64(0.10587698479367727), 14), (np.int64(179), np.int64(108), np.float64(0.1638903605560772), 14), (np.int64(180), np.int64(109), np.float64(0.2268554653468066), 14), (np.int64(181), np.int64(110), np.float64(0.262326737175586), 14), (np.int64(181), np.int64(111), np.float64(0.2910009155424447), 14)]"
117.28142927308157,159.98399999999998,18763.15218082468,"[(np.int64(150), np.int64(105), np.float64(0.4332375271427883), 30), (np.int64(151), np.int64(106), np.float64(0.3817922107046724), 30), (np.int64(152), np.int64(107), np.float64(0.33426498827843204), 30), (np.int64(153), np.int64(108), np.float64(0.349971342846929), 30), (np.int64(154), np.int64(109), np.float64(0.38432681884273606), 30), (np.int64(155), np.int64(110), np.float64(0.3844760745380921), 30), (np.int64(155), np.int64(111), np.float64(0.35184139266023595), 30), (np.int64(155), np.int64(112), np.float64(0.3459277405651291), 30), (np.int64(156), np.int64(113), np.float64(0.38883892869445613), 30), (np.int64(156), np.int64(114), np.float64(0.40065650962988036), 30), (np.int64(156), np.int64(115), np.float64(0.37924455336157026), 30), (np.int64(156), np.int64(116), np.float64(0.32209228858322514), 30), (np.int64(157), np.int64(117), np.float64(0.2323830053183665), 30), (np.int64(158), np.int64(118), np.float64(0.14981371512548858), 30), (np.int64(159), np.int64(119), np.float64(0.10773547832513677), 30), (np.int64(160), np.int64(120), np.float64(0.09338537920546318), 30), (np.int64(161), np.int64(120), np.float64(0.1105053354857416), 30), (np.int64(162), np.int64(121), np.float64(0.1291078242364322), 30), (np.int64(163), np.int64(122), np.float64(0.18573463999157253), 30), (np.int64(164), np.int64(123), np.float64(0.2649066241025662), 30), (np.int64(164), np.int64(124), np.float64(0.25187701365186405), 30), (np.int64(165), np.int64(125), np.float64(0.26008590482618016), 30), (np.int64(166), np.int64(126), np.float64(0.20051014460016564), 30), (np.int64(166), np.int64(127), np.float64(0.12564828060868793), 30), (np.int64(167), np.int64(128), np.float64(0.06760383135336993), 30), (np.int64(168), np.int64(129), np.float64(0.048545420186731164), 30), (np.int64(169), np.int64(130), np.float64(0.05302759385158215), 30), (np.int64(170), np.int64(131), np.float64(0.055781380581229494), 30), (np.int64(171), np.int64(132), np.float64(0.05039939900456564), 30), (np.int64(172), np.int64(133), np.float64(0.03754938607700072), 30)]"
135.25430323647024,133.32,18032.10370748621,"[(np.int64(145), np.int64(106), np.float64(0.3589221631581078), 25), (np.int64(145), np.int64(107), np.float64(0.4412969623422283), 25), (np.int64(145), np.int64(108), np.float64(0.517765357136573), 25), (np.int64(145), np.int64(109), np.float64(0.572236639037571), 25), (np.int64(145), np.int64(110), np.float64(0.6151566599127203), 25), (np.int64(145), np.int64(111), np.float64(0.6663490916738691), 25), (np.int64(146), np.int64(112), np.float64(0.7688966019256829), 25), (np.int64(146), np.int64(113), np.float64(0.8074118647851939), 25), (np.int64(146), np.int64(114), np.float64(0.7580622703536827), 25), (np.int64(146), np.int64(115), np.float64(0.6202426911885107), 25), (np.int64(145), np.int64(116), np.float64(0.4002615372817794), 25), (np.int64(145), np.int64(117), np.float64(0.25513699953653035), 25), (np.int64(145), np.int64(118), np.float64(0.15262949919243943), 25), (np.int64(145), np.int64(119), np.float64(0.09682099183080584), 25), (np.int64(145), np.int64(120), np.float64(0.07825631578116599), 25), (np.int64(145), np.int64(121), np.float64(0.07552023769752207), 25), (np.int64(145), np.int64(122), np.float64(0.06773524031857628), 25), (np.int64(144), np.int64(123), np.float64(0.05130079474124173), 25), (np.int64(144), np.int64(124), np.float64(0.04835984581516353), 25), (np.int64(144), np.int64(125), np.float64(0.04976435865114741), 25), (np.int64(144), np.int64(126), np.float64(0.051063593843056976), 25), (np.int64(145), np.int64(127), np.float64(0.04638915437345474), 25), (np.int64(146), np.int64(128), np.float64(0.05026045550666507), 25), (np.int64(147), np.int64(128), np.float64(0.052789887028573054), 25), (np.int64(148), np.int64(129), np.float64(0.04783645998540007), 25)]"
