Hexagon Center,Number of Pixels,Alignment Metric,Adjusted Metric,Metric Squared,metric2
"(1766.6918237202547, 1380.0)",188,0.09907414845378781,0.31000581177396586,0.009815686891843187,0.32529903497928253
"(1835.9738560230096, 1380.0)",137,0.2221616015357366,0.4623228114158116,0.049355777196923405,0.47393379319465156
"(1905.2558883257648, 1380.0)",173,0.3413477439849697,0.5704297911000593,0.11651828232362842,0.5794273022878252
"(1974.53792062852, 1380.0)",197,0.3061304151717421,0.5382204524265091,0.09371583109322319,0.5479966197161024
"(2043.8199529312749, 1380.0)",180,0.27925832254423844,0.5129006562123806,0.07798521071022191,0.5232889259117433
"(2113.10198523403, 1380.0)",187,0.11329751093273921,0.3312096200555241,0.01283632598355416,0.3459902442637688
"(2182.3840175367854, 1380.0)",140,0.17181992384984124,0.4039802493488805,0.029522086231765242,0.4170016541236749
"(2251.6660498395404, 1380.0)",188,0.19907270818772416,0.4334689964935724,0.039629943145194774,0.44577751507308716
"(2320.9480821422953, 1380.0)",126,0.07822234481166634,0.31802008261665976,0.006118735227835225,0.333119561983998
"(2390.2301144450507, 1380.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 1380.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 1380.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1380.0)",nan,nan,nan,nan,nan
"(0.0, 1440.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 1440.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 1440.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 1440.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 1440.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 1440.0)",26,0.896218953545628,0.9370248232801403,0.8032084126944204,0.9371599526102793
"(415.6921938165305, 1440.0)",77,0.5541491107528986,0.732456871707197,0.3070812369482283,0.7375374016661731
"(484.9742261192856, 1440.0)",94,0.5629386461135086,0.7362740215781866,0.3168999192881101,0.741262272491363
"(554.2562584220407, 1440.0)",155,0.19272664830031694,0.4262560063729361,0.037143560965074054,0.4387388979449168
"(623.5382907247957, 1440.0)",158,0.07087381067855492,0.2672818548905464,0.005023097040099645,0.28360792357147674
"(692.8203230275508, 1440.0)",168,0.09725963057580156,0.30943771364907907,0.009459435739741394,0.32474467054436257
"(762.102355330306, 1440.0)",217,0.1344232403647807,0.3572847658818922,0.018069607550167607,0.3714350272127887
"(831.384387633061, 1440.0)",148,0.06079186063559483,0.2575683919268706,0.0036956503195375843,0.27412928216943555
"(900.6664199358161, 1440.0)",212,0.14379914952225348,0.3690001039007084,0.020678195403323413,0.38286714863017834
"(969.9484522385712, 1440.0)",203,0.06917774213031613,0.27538791250730044,0.004785560006248516,0.29151801841827074
"(1039.2304845413262, 1440.0)",182,0.1259923620613279,0.34931347014854935,0.01587407529779274,0.36365643640037415
"(1108.5125168440813, 1440.0)",235,0.3546048799315469,0.5780586178205481,0.12574462087126678,0.5868717032262172
"(1177.7945491468365, 1440.0)",217,0.24464998567609175,0.48532788606814065,0.0598536154913119,0.4963827234960337
"(1247.0765814495915, 1440.0)",92,0.7528932860843043,0.8486522704637578,0.566848300230822,0.8509237934709594
"(1316.3586137523466, 1440.0)",140,0.21356836595227358,0.4534407670778528,0.04561144693552425,0.4652664709933547
"(1385.6406460551016, 1440.0)",245,0.4538061771938078,0.6539264260222287,0.20594004645925768,0.6609054181424923
"(1454.9226783578567, 1440.0)",195,0.4926279630898118,0.6827296099903134,0.24268231001801702,0.6890122893058926
"(1524.204710660612, 1440.0)",249,0.20422576810201964,0.43769731144097235,0.0417081643568599,0.44990361111845967
"(1593.4867429633669, 1440.0)",229,0.13950886025659703,0.3624738575800792,0.019462722090094718,0.37649867337001985
"(1662.768775266122, 1440.0)",169,0.47864398303066014,0.6831293593129376,0.22910006249145487,0.689402374746485
"(1732.0508075688772, 1440.0)",192,0.5607272538279413,0.733827132568896,0.3144150531854245,0.7388745366698136
"(1801.3328398716321, 1440.0)",172,0.35210645427697096,0.5760976875081992,0.12397895514350064,0.5849581781204278
"(1870.6148721743873, 1440.0)",111,0.4557855745808428,0.6601105319039227,0.20774048999598901,0.66694002415932
"(1939.8969044771425, 1440.0)",140,0.5351724536106748,0.7157745172337677,0.28640955510366983,0.7212583406982467
"(2009.1789367798974, 1440.0)",250,0.23350700218751963,0.47304230509340606,0.054525520070602296,0.4843941446636724
"(2078.4609690826524, 1440.0)",133,0.4439305669877882,0.6481556410636361,0.19707434830609913,0.6552741410752564
"(2147.7430013854078, 1440.0)",211,0.24711319527469988,0.483552013202015,0.061064931278871956,0.49464978209948257
"(2217.0250336881627, 1440.0)",170,0.1266659748838308,0.347232706481211,0.016044269193271257,0.36162597489361276
"(2286.3070659909176, 1440.0)",105,0.34182530347029494,0.5852018700270434,0.11684453809255924,0.5938422683442299
"(2355.589098293673, 1440.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 1440.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 1440.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 1440.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1500.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1500.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1500.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 1500.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 1500.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 1500.0)",nan,nan,nan,nan,nan
"(450.33320996790803, 1500.0)",nan,nan,nan,nan,nan
"(519.6152422706632, 1500.0)",30,0.8419571803382264,0.9054531460841398,0.7088918935230967,0.9063515161421544
"(588.8972745734183, 1500.0)",111,0.3515616039009597,0.6081867516317051,0.12359556133741528,0.6162714937619502
"(658.1793068761733, 1500.0)",178,0.4517758786469772,0.6526761322053011,0.2041014445272483,0.6596853499976747
"(727.4613391789284, 1500.0)",133,0.09186677743032212,0.3027502012814167,0.008439504795432342,0.3182188278205232
"(796.7433714816835, 1500.0)",140,0.2551595041606456,0.49314440797993714,0.06510637256350651,0.5040102821216425
"(866.0254037844386, 1500.0)",75,0.052488470839371804,0.2495150264596115,0.0027550395710555843,0.26627060564704685
"(935.3074360871937, 1500.0)",107,0.13749851790202938,0.36876155748459283,0.018905842425254695,0.38263436903915526
"(1004.5894683899488, 1500.0)",226,0.2345113901392133,0.468312440922862,0.0549955921050263,0.47977862427505247
"(1073.8715006927036, 1500.0)",201,0.16046613043622027,0.38922714887073984,0.025749379017174057,0.40260520771485886
"(1143.1535329954588, 1500.0)",155,0.26561813054291594,0.5023641732224842,0.07055299127311354,0.5130071608735264
"(1212.435565298214, 1500.0)",224,0.13482143503103772,0.35626246710855014,0.018176819343828324,0.37043744236436826
"(1281.717597600969, 1500.0)",239,0.20234512376947444,0.437539740384944,0.040943549113283934,0.4497498493199107
"(1350.999629903724, 1500.0)",138,0.5325264426511858,0.7121436830591232,0.2835844121227266,0.7177152814144022
"(1420.281662206479, 1500.0)",180,0.7529686069204873,0.8524155359412142,0.5669617230077793,0.8545960825500328
"(1489.5636945092342, 1500.0)",173,0.5798525700570005,0.741372417537683,0.3362290030017087,0.746237415466263
"(1558.8457268119894, 1500.0)",107,0.7285217230195209,0.8313187232243971,0.5307439009113315,0.8340092822279921
"(1628.1277591147443, 1500.0)",173,0.4808875010567766,0.674366807907822,0.2312527886726313,0.6808516567536702
"(1697.4097914174995, 1500.0)",189,0.32955849475871113,0.5586590590019358,0.10860880146762743,0.5679411259349801
"(1766.6918237202547, 1500.0)",159,0.2772909442838132,0.5124155493516824,0.07689026778180878,0.5228155464392088
"(1835.9738560230096, 1500.0)",132,0.7223662137475964,0.8290211085912612,0.5218129467640381,0.8317672120961535
"(1905.2558883257648, 1500.0)",211,0.6183568709276559,0.7641839010352038,0.3823652198234417,0.7684974346509922
"(1974.53792062852, 1500.0)",174,0.34872782410172865,0.5737688339042847,0.1216110953027262,0.582685624215409
"(2043.8199529312749, 1500.0)",239,0.40730262852446275,0.6227482577862244,0.1658954312029365,0.6304809776121953
"(2113.10198523403, 1500.0)",239,0.2781017054170589,0.5103732488015724,0.07734055855587661,0.5208226182093821
"(2182.3840175367854, 1500.0)",155,0.16165134527186154,0.3942129348203066,0.02613115742820259,0.4074704630105248
"(2251.6660498395404, 1500.0)",160,0.37946229185656466,0.6002049684742078,0.14399163094103665,0.6084826690573426
"(2320.9480821422953, 1500.0)",12,0.7892609428950779,0.889343367661219,0.6229328359796273,0.8906311892815656
"(2390.2301144450507, 1500.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 1500.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 1500.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1500.0)",nan,nan,nan,nan,nan
"(0.0, 1560.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 1560.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 1560.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 1560.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 1560.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 1560.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 1560.0)",nan,nan,nan,nan,nan
"(484.9742261192856, 1560.0)",nan,nan,nan,nan,nan
"(554.2562584220407, 1560.0)",nan,nan,nan,nan,nan
"(623.5382907247957, 1560.0)",nan,nan,nan,nan,nan
"(692.8203230275508, 1560.0)",55,0.6007829298724556,0.7721204299642559,0.3609401288261319,0.776242099141579
"(762.102355330306, 1560.0)",53,0.902184123089917,0.9384345590855458,0.8139361919555226,0.9385356082565742
"(831.384387633061, 1560.0)",102,0.2583946989887158,0.5008187384384403,0.06676782046546906,0.5114990867517665
"(900.6664199358161, 1560.0)",146,0.1951157538419892,0.4307863680897261,0.03807015739732773,0.4431597388227347
"(969.9484522385712, 1560.0)",127,0.25470976874309903,0.492257044658845,0.06487706629316299,0.5031443706804386
"(1039.2304845413262, 1560.0)",128,0.12943304659391286,0.35650050352216717,0.01675291355058202,0.37066972428212935
"(1108.5125168440813, 1560.0)",119,0.42676102095106794,0.6378485085677977,0.18212496900319786,0.6452161820160902
"(1177.7945491468365, 1560.0)",107,0.3503008268401455,0.5781071287207398,0.12271066928488962,0.586919041382416
"(1247.0765814495915, 1560.0)",166,0.5153958536169099,0.7039061362647743,0.2656328859255032,0.7096768761218555
"(1316.3586137523466, 1560.0)",152,0.16331607377850976,0.39277187968957433,0.026672139954427646,0.40606424517906115
"(1385.6406460551016, 1560.0)",143,0.6769800421490277,0.8023302103664381,0.45830197746809936,0.8057215624738134
"(1454.9226783578567, 1560.0)",181,0.6753138506241827,0.8019378176537774,0.45604879684486094,0.8053386557982031
"(1524.204710660612, 1560.0)",219,0.4855064595790859,0.6764634393307646,0.23571652229301857,0.6828976024153401
"(1593.4867429633669, 1560.0)",155,0.6226659649671209,0.7697731861240136,0.3877129039284358,0.7739515995815347
"(1662.768775266122, 1560.0)",273,0.3224531586616597,0.5514958810976941,0.10397603953088147,0.5609511168200807
"(1732.0508075688772, 1560.0)",211,0.375418345350901,0.5966890347452128,0.14093893402600838,0.6050517325174999
"(1801.3328398716321, 1560.0)",187,0.3435832947461144,0.5703092455813226,0.11804948042859531,0.5793096709395613
"(1870.6148721743873, 1560.0)",222,0.5794101100998412,0.7408938047693796,0.3357160756859101,0.7457703730923793
"(1939.8969044771425, 1560.0)",230,0.13960077382730884,0.36453646267152867,0.01948837605318344,0.37851141528183696
"(2009.1789367798974, 1560.0)",207,0.3499410650108903,0.5750464758436067,0.12245874898095614,0.5839323793457193
"(2078.4609690826524, 1560.0)",197,0.12681741380634626,0.3463446850052143,0.016082656444530063,0.3607594212083039
"(2147.7430013854078, 1560.0)",88,0.3753080658680261,0.5962308297293343,0.14085614430559862,0.6046046045415792
"(2217.0250336881627, 1560.0)",228,0.16603308898141744,0.3980184956230988,0.027566986636711283,0.4111840249315641
"(2286.3070659909176, 1560.0)",26,0.8571258692648218,0.9234243487330458,0.7346647557629764,0.9238882675674083
"(2355.589098293673, 1560.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 1560.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 1560.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 1560.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1620.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1620.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1620.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 1620.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 1620.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 1620.0)",nan,nan,nan,nan,nan
"(450.33320996790803, 1620.0)",nan,nan,nan,nan,nan
"(519.6152422706632, 1620.0)",nan,nan,nan,nan,nan
"(588.8972745734183, 1620.0)",nan,nan,nan,nan,nan
"(658.1793068761733, 1620.0)",nan,nan,nan,nan,nan
"(727.4613391789284, 1620.0)",nan,nan,nan,nan,nan
"(796.7433714816835, 1620.0)",29,0.6210926133078556,0.7751936326714675,0.3857560343055814,0.7792410076180281
"(866.0254037844386, 1620.0)",85,0.0800963004277524,0.298458359152413,0.006415417342212769,0.31403074035397
"(935.3074360871937, 1620.0)",95,0.25579704058679154,0.49832708297433975,0.06543212597296068,0.5090676666979747
"(1004.5894683899488, 1620.0)",37,0.23724724191766766,0.48940758272143153,0.05628625379754033,0.5003637940730525
"(1073.8715006927036, 1620.0)",108,0.36136181569363823,0.5891656300701692,0.13058236184140296,0.5977102050618588
"(1143.1535329954588, 1620.0)",131,0.37699751243172597,0.6015091500260626,0.14212712437970937,0.6097553222088931
"(1212.435565298214, 1620.0)",149,0.3182403261261533,0.5496651426765673,0.10127690517288039,0.5591646362353817
"(1281.717597600969, 1620.0)",112,0.4807322425234013,0.6747827748653927,0.23110348900157832,0.681257567770231
"(1350.999629903724, 1620.0)",152,0.12495896109812055,0.3505116069761542,0.015614741958721604,0.36482560844353884
"(1420.281662206479, 1620.0)",174,0.06812007800623943,0.2593579192195676,0.004640345027576144,0.27587554789877144
"(1489.5636945092342, 1620.0)",245,0.154902833523187,0.3815830644341315,0.02399488783351219,0.3951459179134268
"(1558.8457268119894, 1620.0)",235,0.18615543905418885,0.41820694424176186,0.03465384748945782,0.4308844207260858
"(1628.1277591147443, 1620.0)",138,0.10600811474733018,0.32383772868404503,0.011237720392283124,0.33879656729950214
"(1697.4097914174995, 1620.0)",229,0.612390941879799,0.7606814944176864,0.3750226656964274,0.7650796982066643
"(1766.6918237202547, 1620.0)",234,0.43154413701465977,0.637856493756103,0.18623034219172743,0.6452239741636236
"(1835.9738560230096, 1620.0)",199,0.22029080496440212,0.45453010074279315,0.048528038751864254,0.4663294701745688
"(1905.2558883257648, 1620.0)",279,0.3067651352742198,0.537583203216397,0.09410484821981036,0.5473747759134364
"(1974.53792062852, 1620.0)",217,0.36509385052644094,0.5880376571596851,0.1332935196922232,0.596609500733271
"(2043.8199529312749, 1620.0)",207,0.27546558685308664,0.5103087158209884,0.07588128954031542,0.520759645304266
"(2113.10198523403, 1620.0)",111,0.5782851915930034,0.739942588987997,0.33441376281575663,0.7448421528148732
"(2182.3840175367854, 1620.0)",148,0.19155774983303298,0.4296257606125453,0.036694371521094844,0.4420271888633779
"(2251.6660498395404, 1620.0)",73,0.8398283257118881,0.9212084670940194,0.7053116166680333,0.9217259545463732
"(2320.9480821422953, 1620.0)",nan,nan,nan,nan,nan
"(2390.2301144450507, 1620.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 1620.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 1620.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1620.0)",nan,nan,nan,nan,nan
"(0.0, 1680.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 1680.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 1680.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 1680.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 1680.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 1680.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 1680.0)",nan,nan,nan,nan,nan
"(484.9742261192856, 1680.0)",nan,nan,nan,nan,nan
"(554.2562584220407, 1680.0)",nan,nan,nan,nan,nan
"(623.5382907247957, 1680.0)",nan,nan,nan,nan,nan
"(692.8203230275508, 1680.0)",nan,nan,nan,nan,nan
"(762.102355330306, 1680.0)",50,0.8622025564001803,0.930576566763282,0.7433932482630061,0.9308675817616705
"(831.384387633061, 1680.0)",125,0.8104447408201378,0.8842492176398418,0.6568206779230205,0.8856601895998452
"(900.6664199358161, 1680.0)",124,0.5588619259412282,0.731642736264705,0.31232665226673884,0.7367429478302001
"(969.9484522385712, 1680.0)",89,0.31328677344138756,0.5470591360135915,0.0981486024133153,0.556621629406401
"(1039.2304845413262, 1680.0)",48,0.8145636180221969,0.888167107369272,0.6635138878054115,0.8894833649119746
"(1108.5125168440813, 1680.0)",146,0.27280023241724116,0.5088788059734154,0.0744199668069008,0.5193643033203539
"(1177.7945491468365, 1680.0)",113,0.16805114271615906,0.40900814936223745,0.02824118656820686,0.4219080053817327
"(1247.0765814495915, 1680.0)",212,0.3469350695175515,0.574108169439818,0.12036394246114829,0.5830167563634718
"(1316.3586137523466, 1680.0)",184,0.28628468464359713,0.5192281767319537,0.08195892066148386,0.5294634795383311
"(1385.6406460551016, 1680.0)",268,0.24194550250977698,0.4743807133035692,0.0585376261847085,0.48570019704901896
"(1454.9226783578567, 1680.0)",135,0.3356623391250133,0.5673721405176092,0.11266920590687544,0.576443569965772
"(1524.204710660612, 1680.0)",144,0.06499673709307019,0.26310012322737936,0.004224575832745686,0.2795272846661813
"(1593.4867429633669, 1680.0)",261,0.2818500785306808,0.5168902179745695,0.07943946676775092,0.5271820405956101
"(1662.768775266122, 1680.0)",204,0.3599165496872547,0.5867384568567108,0.1295399227387781,0.5953417084096302
"(1732.0508075688772, 1680.0)",223,0.18913391486634268,0.4291005742613588,0.03577163775266896,0.4415146988162382
"(1801.3328398716321, 1680.0)",179,0.15514126133162076,0.3834896281938162,0.02406881096756625,0.39700639077009586
"(1870.6148721743873, 1680.0)",135,0.09448738552381708,0.30438584730011503,0.008927866023126438,0.31981493233339314
"(1939.8969044771425, 1680.0)",187,0.08184853298258377,0.27899536580420065,0.006699182351401102,0.2950382620537073
"(2009.1789367798974, 1680.0)",157,0.3795483562178614,0.6039056176441101,0.14405695470768062,0.6120938555690366
"(2078.4609690826524, 1680.0)",117,0.1939324247810974,0.4369512816165696,0.037609785381476,0.44917561645711335
"(2147.7430013854078, 1680.0)",154,0.19286020516489333,0.4268202716523345,0.03719505873624475,0.4392895221928334
"(2217.0250336881627, 1680.0)",81,0.5874132714354807,0.7704605187696486,0.34505435145853375,0.7746223160599167
"(2286.3070659909176, 1680.0)",nan,nan,nan,nan,nan
"(2355.589098293673, 1680.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 1680.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 1680.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 1680.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1740.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1740.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1740.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 1740.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 1740.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 1740.0)",nan,nan,nan,nan,nan
"(450.33320996790803, 1740.0)",nan,nan,nan,nan,nan
"(519.6152422706632, 1740.0)",nan,nan,nan,nan,nan
"(588.8972745734183, 1740.0)",nan,nan,nan,nan,nan
"(658.1793068761733, 1740.0)",nan,nan,nan,nan,nan
"(727.4613391789284, 1740.0)",24,0.9645474434871995,0.9948395995775446,0.9303517707376923,0.9935770650563384
"(796.7433714816835, 1740.0)",94,-0.00968997543572847,0.15548973457162896,9.389562394502116e-05,0.17451836158524656
"(866.0254037844386, 1740.0)",133,0.28618795737604663,0.5297412995954582,0.08190354694707389,0.5397224491778313
"(935.3074360871937, 1740.0)",48,0.5948997210724125,0.7547806605188482,0.3539056781320342,0.7593215161134955
"(1004.5894683899488, 1740.0)",86,0.20326637694891625,0.44122814357687634,0.041317219997938914,0.4533490858983802
"(1073.8715006927036, 1740.0)",157,0.5783804641886632,0.7469661399675614,0.3345239613550935,0.7516959104657959
"(1143.1535329954588, 1740.0)",113,0.21329719153735094,0.45747458504463917,0.045495691917721376,0.46920277199447674
"(1212.435565298214, 1740.0)",106,0.11752097323873034,0.3682478789636054,0.013811179150978374,0.3821331086220848
"(1281.717597600969, 1740.0)",133,0.38200624335036193,0.6111781593718912,0.14592876995865595,0.6191905846528661
"(1350.999629903724, 1740.0)",158,0.3603335238555503,0.5881485911712383,0.12984024841415842,0.5967177529311467
"(1420.281662206479, 1740.0)",127,0.2400587684403701,0.4782702262505021,0.057628212305107236,0.48949568158326195
"(1489.5636945092342, 1740.0)",199,0.3642142832344579,0.5853799490584071,0.13265204411198994,0.594016042340778
"(1558.8457268119894, 1740.0)",146,0.32060418764657506,0.5526884077881411,0.10278704513652032,0.5621148143503416
"(1628.1277591147443, 1740.0)",100,0.3110077520066967,0.5476088792481251,0.09672582180825898,0.5571580826777862
"(1697.4097914174995, 1740.0)",213,0.1809537995036825,0.4159660154230231,0.03274427755481893,0.42869766603728354
"(1766.6918237202547, 1740.0)",106,0.2040259683483141,0.445731636777783,0.04162659576046727,0.45774370780279844
"(1835.9738560230096, 1740.0)",178,0.4209511168666016,0.6396498748097105,0.17719984279123926,0.6469740004897576
"(1905.2558883257648, 1740.0)",63,0.1923739699968734,0.43523931547459804,0.03700774433235794,0.44750503684890697
"(1974.53792062852, 1740.0)",64,0.28953162065848015,0.5274424178803702,0.08382855936112604,0.5374791425955634
"(2043.8199529312749, 1740.0)",167,0.27030258947033525,0.5074449549736194,0.0730634898743686,0.5179651154610035
"(2113.10198523403, 1740.0)",224,0.2989303661657974,0.5372735179885418,0.0893593638160177,0.5470725772811541
"(2182.3840175367854, 1740.0)",157,0.11144869597240725,0.360569948325278,0.012420811833950064,0.37464079084596286
"(2251.6660498395404, 1740.0)",nan,nan,nan,nan,nan
"(2320.9480821422953, 1740.0)",nan,nan,nan,nan,nan
"(2390.2301144450507, 1740.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 1740.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 1740.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 1740.0)",nan,nan,nan,nan,nan
"(0.0, 1800.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 1800.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 1800.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 1800.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 1800.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 1800.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 1800.0)",nan,nan,nan,nan,nan
"(484.9742261192856, 1800.0)",nan,nan,nan,nan,nan
"(554.2562584220407, 1800.0)",nan,nan,nan,nan,nan
"(623.5382907247957, 1800.0)",nan,nan,nan,nan,nan
"(692.8203230275508, 1800.0)",nan,nan,nan,nan,nan
"(762.102355330306, 1800.0)",177,0.36047409364383687,0.6114406040496504,0.12994157218834568,0.6194466847685155
"(831.384387633061, 1800.0)",139,0.8006837626946885,0.8963742946660397,0.6410944878429243,0.8974921446434011
"(900.6664199358161, 1800.0)",38,0.5235288281183814,0.7155978675855443,0.2740824338710057,0.7210859615297084
"(969.9484522385712, 1800.0)",114,0.11716670853104572,0.3383264293598825,0.013728037587999021,0.3529350057329777
"(1039.2304845413262, 1800.0)",117,0.10939991246698644,0.3347084729000919,0.011968340847784295,0.3494045128470939
"(1108.5125168440813, 1800.0)",149,0.4291976439462841,0.6439213426755124,0.18421061756904128,0.6511422062379738
"(1177.7945491468365, 1800.0)",106,0.1254785100336404,0.37942542788346706,0.015744856480262397,0.3930404419141704
"(1247.0765814495915, 1800.0)",nan,nan,nan,nan,nan
"(1316.3586137523466, 1800.0)",nan,nan,nan,nan,nan
"(1385.6406460551016, 1800.0)",97,0.4883682975262347,0.6991707165089273,0.23850359402867288,0.7050559344534034
"(1454.9226783578567, 1800.0)",92,0.86720263342203,0.9241680847959528,0.7520404074141037,0.9246140239186111
"(1524.204710660612, 1800.0)",95,0.4527578421073095,0.6586357349544054,0.20498966358966741,0.6655008802126581
"(1593.4867429633669, 1800.0)",193,0.16019561706493035,0.39113244426464805,0.025662635726813803,0.4044644428683105
"(1662.768775266122, 1800.0)",208,0.39169861499020997,0.6104101713610987,0.15342780498524874,0.6184411626411086
"(1732.0508075688772, 1800.0)",164,0.4481507436719805,0.6524004703943624,0.20083908905374917,0.6594163522711279
"(1801.3328398716321, 1800.0)",125,0.3854339768321733,0.6076906210762664,0.1485593504966643,0.6157873570909005
"(1870.6148721743873, 1800.0)",65,0.35829924810354585,0.5852456234232825,0.12837835119156632,0.5938849640084459
"(1939.8969044771425, 1800.0)",100,0.24784281495606786,0.4906526404714328,0.06142606092534769,0.5015787527321041
"(2009.1789367798974, 1800.0)",122,0.4340044792300841,0.6421897798572487,0.18835988799177653,0.6494525037002891
"(2078.4609690826524, 1800.0)",186,0.2743913406334666,0.5098319674130981,0.0752906078146311,0.5202944222201522
"(2147.7430013854078, 1800.0)",179,0.18191317354454273,0.4462230219089562,0.03309240270904692,0.4582232137695276
"(2217.0250336881627, 1800.0)",nan,nan,nan,nan,nan
"(2286.3070659909176, 1800.0)",nan,nan,nan,nan,nan
"(2355.589098293673, 1800.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 1800.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 1800.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 1800.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 1860.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 1860.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 1860.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 1860.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 1860.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 1860.0)",nan,nan,nan,nan,nan
"(450.33320996790803, 1860.0)",nan,nan,nan,nan,nan
"(519.6152422706632, 1860.0)",nan,nan,nan,nan,nan
"(588.8972745734183, 1860.0)",nan,nan,nan,nan,nan
"(658.1793068761733, 1860.0)",nan,nan,nan,nan,nan
"(727.4613391789284, 1860.0)",131,0.04025168058102291,0.21330684956860702,0.0016201977895966967,0.2309377561931555
"(796.7433714816835, 1860.0)",211,0.06551207044812268,0.2704393899132347,0.004291831374399789,0.2866891256418785
"(866.0254037844386, 1860.0)",124,0.15372404595286526,0.3862728914568876,0.02363108230411863,0.3997223690465133
"(935.3074360871937, 1860.0)",145,-0.013475628774337722,0.0,0.00018159257086375878,0.022787568847935494
"(1004.5894683899488, 1860.0)",204,0.08506726272524445,0.29687063567054567,0.007236439187565764,0.3124813998575375
"(1073.8715006927036, 1860.0)",110,0.1903887048925501,0.42651888299377655,0.036247858950662536,0.43899541956148597
"(1143.1535329954588, 1860.0)",172,0.26162944803424226,0.512993558599095,0.06844996807870227,0.5233795823967016
"(1212.435565298214, 1860.0)",nan,nan,nan,nan,nan
"(1281.717597600969, 1860.0)",nan,nan,nan,nan,nan
"(1350.999629903724, 1860.0)",nan,nan,nan,nan,nan
"(1420.281662206479, 1860.0)",nan,nan,nan,nan,nan
"(1489.5636945092342, 1860.0)",44,0.9255153602255821,0.9595736340668007,0.8565786820134891,0.9591636491589252
"(1558.8457268119894, 1860.0)",110,0.4452709263810768,0.6896853811202892,0.1982661978802623,0.6957999056752828
