Hexagon Center,Number of Pixels,Alignment Metric,Adjusted Metric,Metric Squared,metric2
"(935.3074360871937, 540.0)",166,0.3458383972381318,0.5734131112473037,0.11960419700423985,0.5823385011021884
"(1004.5894683899488, 540.0)",240,0.09138172608920248,0.2958150301760568,0.008350619863042029,0.31145131347313454
"(1073.8715006927036, 540.0)",123,0.07259120457476498,0.2708060311256582,0.00526948298161538,0.28704690335604366
"(1143.1535329954588, 540.0)",169,0.2624877466637434,0.5020259823694491,0.06889981714860954,0.5126771457354281
"(1212.435565298214, 540.0)",197,0.2989937212543814,0.5315628599745336,0.08939724534954271,0.5414999735983175
"(1281.717597600969, 540.0)",193,0.3231427419568167,0.5526378737938205,0.10442123167936981,0.5620655020080215
"(1350.999629903724, 540.0)",175,0.27966925056259195,0.518047904352884,0.07821488971024183,0.528311740073243
"(1420.281662206479, 540.0)",179,0.20530142365628712,0.4381618831553477,0.04214867455529829,0.4503569518788623
"(1489.5636945092342, 540.0)",216,0.07221772706245155,0.26259859167516425,0.005215400102066748,0.27903787756667076
"(1558.8457268119894, 540.0)",218,0.1932102348735305,0.431048127720973,0.03733019485988483,0.4434151704527721
"(1628.1277591147443, 540.0)",176,0.35419868768368823,0.5786081350916124,0.1254567103568469,0.5874079359967671
"(1697.4097914174995, 540.0)",117,0.12636035270688795,0.35378968225005314,0.015966938736209125,0.36802443672202007
"(1766.6918237202547, 540.0)",117,0.3248528559417472,0.5556809634593415,0.10552937801350955,0.5650350254212055
"(1835.9738560230096, 540.0)",125,0.09262897567160433,0.31692031979397656,0.008580127133970666,0.3320463857684204
"(1905.2558883257648, 540.0)",130,0.14229491331738964,0.3696223422966672,0.02024784235600343,0.38347434450295104
"(1974.53792062852, 540.0)",87,0.1638602684793149,0.3995201475081329,0.02685018758611316,0.4126493745995625
"(2043.8199529312749, 540.0)",80,0.9144499801581001,0.9516886299478212,0.8362187662111497,0.9514692638735829
"(2113.10198523403, 540.0)",47,0.9720851878582786,0.9999685718318658,0.9449496124534648,0.99858204514856
"(2182.3840175367854, 540.0)",nan,nan,nan,nan,nan
"(2251.6660498395404, 540.0)",nan,nan,nan,nan,nan
"(2320.9480821422953, 540.0)",nan,nan,nan,nan,nan
"(2390.2301144450507, 540.0)",nan,nan,nan,nan,nan
"(2459.5121467478057, 540.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 540.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 540.0)",nan,nan,nan,nan,nan
"(0.0, 600.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 600.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 600.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 600.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 600.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 600.0)",nan,nan,nan,nan,nan
"(415.6921938165305, 600.0)",159,0.007637497492657408,0.15994646258842862,5.833136795034819e-05,0.17886734884711677
"(484.9742261192856, 600.0)",122,0.23005019888799993,0.4669369651787095,0.052923094008408327,0.47843640045798713
"(554.2562584220407, 600.0)",69,0.4949857513475988,0.6884325231736033,0.24501089403714693,0.6945773353881728
"(623.5382907247957, 600.0)",115,-0.003432249111796737,0.11903516450049707,1.178033396542949e-05,0.1389450754707049
"(692.8203230275508, 600.0)",118,0.25411427650088303,0.49941855509570465,0.06457406552156723,0.5101327526387387
"(762.102355330306, 600.0)",183,0.2753326449450959,0.5090111474330785,0.07580806537246225,0.5194934454443791
"(831.384387633061, 600.0)",184,0.3971765390389814,0.6117785827717428,0.15774920316298355,0.6197764929039059
"(900.6664199358161, 600.0)",191,0.33816675554196673,0.5652597906505414,0.11435675455378029,0.5743822858510891
"(969.9484522385712, 600.0)",159,0.47269717910992237,0.6688759554685869,0.22344262313847804,0.6754935448776419
"(1039.2304845413262, 600.0)",166,0.2388033928001818,0.4826963354215454,0.057027060412877924,0.4938147902055415
"(1108.5125168440813, 600.0)",171,0.35890535737851814,0.582426960239508,0.12881305555500183,0.5911344415992862
"(1177.7945491468365, 600.0)",143,0.2147546258756372,0.45378647550776635,0.046119549334984904,0.4656038219719982
"(1247.0765814495915, 600.0)",126,0.4827466524158184,0.6781241266780638,0.23304433041867897,0.6845181428863154
"(1316.3586137523466, 600.0)",111,0.5645412033837283,0.7307442110121355,0.31870677031794803,0.7358661442955973
"(1385.6406460551016, 600.0)",193,0.20916273160179455,0.44680623486486737,0.043749048291124346,0.45879232763661904
"(1454.9226783578567, 600.0)",244,0.3439255873428462,0.5686421441774583,0.11828480962912172,0.5776828714709102
"(1524.204710660612, 600.0)",158,0.29122143534634515,0.5248204150353258,0.08480992440518549,0.5349205262899012
"(1593.4867429633669, 600.0)",175,0.16640159229933538,0.3995702550563963,0.027689489919754232,0.4126982708050971
"(1662.768775266122, 600.0)",155,0.09654648497530949,0.3078575849471397,0.00932122376108766,0.3232027412251522
"(1732.0508075688772, 600.0)",158,0.11804419480255168,0.34387024187905063,0.01393443192658277,0.35834479738666986
"(1801.3328398716321, 600.0)",60,0.3562014271723901,0.5883511911442466,0.12687945671964754,0.5969154550791232
"(1870.6148721743873, 600.0)",151,0.17404817109883375,0.40665275425581954,0.030292765862848906,0.419609551611193
"(1939.8969044771425, 600.0)",107,0.10290216136455355,0.32436861502268016,0.010588854813496617,0.33931461953771863
"(2009.1789367798974, 600.0)",124,0.025677214428305062,0.18675889041639906,0.0006593193407971576,0.20503159011203304
"(2078.4609690826524, 600.0)",147,0.19564728389692654,0.4321678218252046,0.03827785969624457,0.4445077961140506
"(2147.7430013854078, 600.0)",97,0.6492666105277034,0.8007570778013237,0.4215471315461325,0.8041864601608325
"(2217.0250336881627, 600.0)",69,0.933508070340149,0.9738606692673303,0.8714373173901887,0.9731052973507779
"(2286.3070659909176, 600.0)",18,0.9284664253334316,0.964235276827029,0.8620499029714407,0.9637125973799523
"(2355.589098293673, 600.0)",nan,nan,nan,nan,nan
"(2424.871130596428, 600.0)",nan,nan,nan,nan,nan
"(2494.153162899183, 600.0)",nan,nan,nan,nan,nan
"(2563.4351952019383, 600.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 660.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 660.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 660.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 660.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 660.0)",nan,nan,nan,nan,nan
"(381.0511776651529, 660.0)",126,0.500611724215341,0.7172303735104223,0.25061209842185656,0.7226790018600716
"(450.33320996790803, 660.0)",102,0.6767263920307369,0.801612984213777,0.45795860967093865,0.8050216751596122
"(519.6152422706632, 660.0)",171,0.1563628207622787,0.38927881712924983,0.024449331716736494,0.4026556269006956
"(588.8972745734183, 660.0)",99,0.4502404171586991,0.6556801789685419,0.2027164332432394,0.6626167743650917
"(658.1793068761733, 660.0)",106,0.29539128110760826,0.5324678546015512,0.08725600895439405,0.5423830901111772
"(727.4613391789284, 660.0)",175,0.31594808032387567,0.5489937219566623,0.09982318946034219,0.5585094470142276
"(796.7433714816835, 660.0)",243,0.3383095618795777,0.563585176808726,0.11445335965915183,0.5727481555565874
"(866.0254037844386, 660.0)",201,0.1992194297890173,0.4360484732132146,0.03968838120546119,0.44829463331627545
"(935.3074360871937, 660.0)",222,0.2604601904566961,0.4949811073485564,0.06783951081273841,0.5058025795487908
"(1004.5894683899488, 660.0)",207,0.24698720302329447,0.48418997759659244,0.06100267845727008,0.4952723237971328
"(1073.8715006927036, 660.0)",199,0.20247114602980876,0.43997844228124855,0.04099456497462414,0.45212959595074576
"(1143.1535329954588, 660.0)",195,0.298573893456489,0.5306738656458683,0.08914636985376684,0.5406324705789125
"(1212.435565298214, 660.0)",156,0.3333224656938554,0.5617031152549881,0.1111038661362314,0.5709115925685817
"(1281.717597600969, 660.0)",138,0.09428337912877138,0.31266824641014807,0.008889355579939643,0.32789710564338226
"(1350.999629903724, 660.0)",104,0.4514961176045591,0.6612139643711569,0.20384874421198987,0.6680167813063225
"(1420.281662206479, 660.0)",69,0.12725939124240315,0.36159750553666375,0.016194952659387037,0.37564350701044813
"(1489.5636945092342, 660.0)",161,0.4612582581967166,0.6607359743322713,0.2127591807546689,0.667550346607463
"(1558.8457268119894, 660.0)",199,0.5007631191815081,0.6875985746704885,0.25076370153239325,0.6937635474694507
"(1628.1277591147443, 660.0)",188,0.14364483395919847,0.37112765566605554,0.020633838323165697,0.38494326713944926
"(1697.4097914174995, 660.0)",181,0.3363655838096584,0.5656798259705764,0.11314180597161234,0.5747921668780402
"(1766.6918237202547, 660.0)",162,0.16449173333696887,0.3963585378887495,0.027057530336200477,0.40956419643525116
"(1835.9738560230096, 660.0)",68,0.2610774697323319,0.5079336057214565,0.06816144520183669,0.5184419531477182
"(1905.2558883257648, 660.0)",200,-0.003345620341866029,0.08983353673274926,1.1193175471907766e-05,0.11044939282884447
"(1974.53792062852, 660.0)",104,0.3013420483094227,0.5331485224439939,0.09080703007931844,0.5430473029070197
"(2043.8199529312749, 660.0)",127,0.21389229822940248,0.4526193199562288,0.04574991524185565,0.46446488223703475
"(2113.10198523403, 660.0)",164,0.017099149147958626,0.14973146660078768,0.0002923809015841342,0.16889929890939429
"(2182.3840175367854, 660.0)",38,0.11558999690977045,0.3513149403606406,0.013361047385600743,0.3656095213596955
"(2251.6660498395404, 660.0)",90,0.07539955003805465,0.29061199957415274,0.005685092145941107,0.3063740653831668
"(2320.9480821422953, 660.0)",142,0.33653770891931245,0.5937837729484563,0.11325762952465987,0.6022167050042962
"(2390.2301144450507, 660.0)",77,0.8573190472634447,0.9360067573294271,0.7349959488007004,0.9361664982566131
"(2459.5121467478057, 660.0)",nan,nan,nan,nan,nan
"(2528.7941790505606, 660.0)",nan,nan,nan,nan,nan
"(2598.076211353316, 660.0)",nan,nan,nan,nan,nan
"(0.0, 720.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 720.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 720.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 720.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 720.0)",nan,nan,nan,nan,nan
"(346.4101615137754, 720.0)",75,0.24147837692029084,0.5030538932208614,0.05831180652005805,0.5136802069907435
"(415.6921938165305, 720.0)",158,0.48012204336217534,0.673719158395864,0.23051717652227058,0.6802196640749507
"(484.9742261192856, 720.0)",131,0.4507513770104785,0.6575958021515406,0.20317680387684253,0.664486087634827
"(554.2562584220407, 720.0)",79,0.3483823979644607,0.577477014617979,0.12137029521146786,0.5863041601969137
"(623.5382907247957, 720.0)",122,0.31982570290967427,0.5525356485315674,0.10228848024166723,0.5619657480266917
"(692.8203230275508, 720.0)",220,0.3884630230094037,0.6053186421535872,0.15090352024560452,0.6134727204154581
"(762.102355330306, 720.0)",161,0.20734532845739473,0.4520589360313262,0.0429920852331049,0.4639180455124306
"(831.384387633061, 720.0)",265,0.48182696594639407,0.6770377861702483,0.2321572251131076,0.6834580645030859
"(900.6664199358161, 720.0)",185,0.16383637743852186,0.39317530610884344,0.026842358572177795,0.4064579188230192
"(969.9484522385712, 720.0)",159,0.13282537176623355,0.35862912494125326,0.017642579384838153,0.3727468865864149
"(1039.2304845413262, 720.0)",225,0.27736436259240715,0.510679308819802,0.07693098963629232,0.5211212792709571
"(1108.5125168440813, 720.0)",176,0.22002855191143045,0.456938215194047,0.048412563656241046,0.46867936880741135
"(1177.7945491468365, 720.0)",171,0.16732351175302274,0.3978330389299447,0.027997157585363936,0.41100305162713185
"(1247.0765814495915, 720.0)",137,0.3432431324023366,0.574364292222388,0.11781584794136798,0.5832666874148335
"(1316.3586137523466, 720.0)",165,0.4098077846383674,0.6261422311584329,0.16794242035020654,0.6337929021692296
"(1385.6406460551016, 720.0)",108,0.4538559381009688,0.6616834683828385,0.20598521254951044,0.6684749351264577
"(1454.9226783578567, 720.0)",138,0.1671190693029605,0.4004745551300357,0.027928783324687713,0.41358070955530607
"(1524.204710660612, 720.0)",202,0.2008101630503707,0.43491676582193106,0.040324721584316464,0.4471902847874211
"(1593.4867429633669, 720.0)",175,0.276590748288033,0.5107901113688156,0.07650244203853403,0.5212294031843812
"(1662.768775266122, 720.0)",201,0.3775542200611901,0.6007119845243097,0.14254718908601358,0.6089774280677972
"(1732.0508075688772, 720.0)",220,0.1173698105566201,0.33860518327055095,0.013775672430096891,0.3532070208081907
"(1801.3328398716321, 720.0)",157,0.11920101238026559,0.34001027093669534,0.01420888135248023,0.3545781406833185
"(1870.6148721743873, 720.0)",185,0.12114463507221629,0.3445239675462145,0.014676022606780456,0.3589827193304224
"(1939.8969044771425, 720.0)",159,0.20921412822672947,0.44499563818435334,0.0437705514496704,0.4570255018688679
"(2009.1789367798974, 720.0)",133,0.2695211367910877,0.5059121802895402,0.07264164317716021,0.5164693953831235
"(2078.4609690826524, 720.0)",107,0.520479662264177,0.7160856363905905,0.27089907883063175,0.7215619385944714
"(2147.7430013854078, 720.0)",121,0.19440132270053057,0.43130423425029657,0.03779187426771582,0.4436650856438072
"(2217.0250336881627, 720.0)",82,0.3570838361843518,0.5834267524855186,0.127508866064133,0.5921100640124167
"(2286.3070659909176, 720.0)",52,0.06651441056390794,0.27418681031747105,0.004424166812664109,0.2903459527000842
"(2355.589098293673, 720.0)",124,-0.01208284690842254,0.05824337523522942,0.00014599518941237614,0.0796229189145148
"(2424.871130596428, 720.0)",181,0.12469325774711582,0.35412122397579443,0.015548408527588658,0.36834796347451476
"(2494.153162899183, 720.0)",57,0.9295772230489165,0.960832594000355,0.8641138136113351,0.9603921739182539
"(2563.4351952019383, 720.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 780.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 780.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 780.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 780.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 780.0)",59,0.6063477272139537,0.7942121657244251,0.3676575662975272,0.7977997703863616
"(381.0511776651529, 780.0)",187,0.27208624748945387,0.50810454148754,0.07403092607289234,0.5186087565663906
"(450.33320996790803, 780.0)",145,0.07234675381967737,0.26953044441531393,0.005234052788245002,0.28580215376984797
"(519.6152422706632, 780.0)",129,0.20815323614341508,0.45404868090892286,0.04332776971697632,0.4658596885955222
"(588.8972745734183, 780.0)",208,0.5262186719900293,0.7061569742834961,0.27690609075095,0.711873300457165
"(658.1793068761733, 780.0)",209,0.26044476773752345,0.4954318452263399,0.06783147704185254,0.5062424209035995
"(727.4613391789284, 780.0)",213,0.415203740999172,0.6268313839544538,0.1723941465397075,0.6344653947961253
"(796.7433714816835, 780.0)",218,0.45364221540250793,0.6561135455721858,0.2057912595952954,0.6630396643937996
"(866.0254037844386, 780.0)",244,0.37841731582839633,0.5980011871950269,0.14319966491876826,0.6063321638717046
"(935.3074360871937, 780.0)",162,0.48238935565467145,0.6777181997810884,0.2326994904489291,0.6841220292133379
"(1004.5894683899488, 780.0)",219,0.4595346893844421,0.6581665791677047,0.21117213074765567,0.6650430661992153
"(1073.8715006927036, 780.0)",172,0.6801595210423956,0.8071241689827604,0.46261697406462104,0.8103996278342592
"(1143.1535329954588, 780.0)",195,0.6298678231311765,0.7756332774075574,0.39673347461600705,0.7796700240062384
"(1212.435565298214, 780.0)",199,0.4414933768955489,0.6487063952885395,0.1949164018426352,0.6558115808964654
"(1281.717597600969, 780.0)",217,0.286667448086124,0.5200468750510789,0.0821782257922106,0.530262385944055
"(1350.999629903724, 780.0)",178,0.24598652696374312,0.48327059548524165,0.060509371447684326,0.4943751676152918
"(1420.281662206479, 780.0)",189,0.36721618525526223,0.5933611351687155,0.13484772671342707,0.6018042844317261
"(1489.5636945092342, 780.0)",184,0.1476307508207213,0.37605975225520005,0.021794838587889904,0.38975613100721246
"(1558.8457268119894, 780.0)",170,0.30672419684677177,0.5392375175519639,0.09407973293129719,0.5489890974393159
"(1628.1277591147443, 780.0)",164,0.047634242310033104,0.219922696510484,0.0022690210404509477,0.23739366599250805
"(1697.4097914174995, 780.0)",135,0.4873309453795791,0.6793733710928864,0.23749145032455432,0.6857371869981721
"(1766.6918237202547, 780.0)",196,0.3954598951190247,0.6105395091116469,0.15638852864755,0.6185673736702522
"(1835.9738560230096, 780.0)",213,0.21725964540000087,0.4537317003772862,0.047201753519334116,0.4655503710223716
"(1905.2558883257648, 780.0)",97,0.06798953464699409,0.26836691594316925,0.004622576821514809,0.2846667534301579
"(1974.53792062852, 780.0)",175,0.18609188600869397,0.420767240545247,0.03463019003827275,0.4333828222369022
"(2043.8199529312749, 780.0)",134,0.4235475043617718,0.6334417672588031,0.1793924884510851,0.6409159730405968
"(2113.10198523403, 780.0)",118,0.17371460568446118,0.40751394967438453,0.03017676422810783,0.4204499277551269
"(2182.3840175367854, 780.0)",116,0.07517441547045234,0.27895515065630416,0.005651192741324184,0.2949990191011922
"(2251.6660498395404, 780.0)",123,0.011028592869421816,0.142486536138848,0.00012162986067946173,0.1618295135930498
"(2320.9480821422953, 780.0)",76,0.021757977317244714,0.21581187228805696,0.0004734095769377355,0.23338222035083286
"(2390.2301144450507, 780.0)",203,0.1528488251378275,0.3800801329024875,0.023362763346014167,0.39367931953409013
"(2459.5121467478057, 780.0)",146,-0.013399968750304359,0.037760340294704986,0.00017955916250913335,0.05963505837983684
"(2528.7941790505606, 780.0)",62,0.044826450434469756,0.25199961287304873,0.0020094106585539736,0.2686951275434523
"(2598.076211353316, 780.0)",nan,nan,nan,nan,nan
"(0.0, 840.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 840.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 840.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 840.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 840.0)",39,0.7622985833416585,0.8784643851866328,0.5810991301646994,0.8800152046341426
"(346.4101615137754, 840.0)",38,0.3483453569918713,0.5876335471563023,0.12134448773779426,0.5962151600307463
"(415.6921938165305, 840.0)",154,0.29441177221986803,0.5273146523979899,0.08667829162164345,0.5373544658252324
"(484.9742261192856, 840.0)",152,0.07153010342713273,0.2653485277828277,0.005116555696296305,0.2817213343668398
"(554.2562584220407, 840.0)",122,0.18798092698079016,0.42284727920910176,0.03533682890855716,0.43541257626703433
"(623.5382907247957, 840.0)",200,0.5677589606489515,0.733267169469913,0.32235023739717766,0.7383281105977234
"(692.8203230275508, 840.0)",212,0.39233223412203455,0.6086918013852514,0.15392458193118694,0.6167643340107839
"(762.102355330306, 840.0)",235,0.5398358596859656,0.7128136859444552,0.29142275540288554,0.7183690870769288
"(831.384387633061, 840.0)",180,0.45860839026800515,0.6585523012437609,0.21032165562421093,0.6654194634998957
"(900.6664199358161, 840.0)",145,0.5013476464386726,0.6902830916176625,0.25134946258959623,0.6963831666078694
"(969.9484522385712, 840.0)",182,0.6132539290784302,0.7626385163356715,0.37608038153013235,0.766989409402958
"(1039.2304845413262, 840.0)",240,0.6109769822862903,0.761729227077399,0.37329287288366186,0.7661021020809325
"(1108.5125168440813, 840.0)",196,0.7285450123487744,0.8311969583452407,0.5307778350182759,0.8338904609971701
"(1177.7945491468365, 840.0)",219,0.6176735710427199,0.7733668901031648,0.381520640364666,0.7774584262869894
"(1247.0765814495915, 840.0)",241,0.5380389217435371,0.7142586536836654,0.289485881310948,0.7197791229301266
"(1316.3586137523466, 840.0)",205,0.5080318360078473,0.6991315651741644,0.25809634639750423,0.7050177295964933
"(1385.6406460551016, 840.0)",237,0.24989175271023312,0.4848783095409096,0.0624458880725923,0.49594401541629596
"(1454.9226783578567, 840.0)",185,0.13755090004068293,0.36162416208306813,0.018920250102001948,0.37566951913870034
"(1524.204710660612, 840.0)",231,0.165908053016939,0.4039145609251877,0.027525482055871443,0.4169375537081199
"(1593.4867429633669, 840.0)",160,-0.0026108184040740667,0.078564723936636,6.816372739051857e-06,0.09945300195151
"(1662.768775266122, 840.0)",207,0.15646062750918488,0.3868146697537937,0.0244799279605679,0.4002510499314856
"(1732.0508075688772, 840.0)",262,0.3222469522285982,0.5526333773790669,0.10384309822062046,0.5620611142934441
"(1801.3328398716321, 840.0)",184,0.3096985597654194,0.5390196872725601,0.09591319792077505,0.5487765331753973
"(1870.6148721743873, 840.0)",255,0.4062725818191033,0.6199477187342198,0.16505741073796,0.6277481411865423
"(1939.8969044771425, 840.0)",156,0.6552797094008707,0.7912776962791144,0.4293914975524895,0.7949362413152814
"(2009.1789367798974, 840.0)",98,0.25962642296954863,0.4952871110458008,0.06740587950396297,0.5061011856509323
"(2078.4609690826524, 840.0)",168,0.041454899069680806,0.21529134667613464,0.0017185086568774226,0.23287427837026012
"(2147.7430013854078, 840.0)",117,0.18258564776708397,0.4203891552207352,0.033337518770525654,0.43301387707040256
"(2217.0250336881627, 840.0)",82,0.027404823176754745,0.19025514582946512,0.000751024333349194,0.2084433240563871
"(2286.3070659909176, 840.0)",119,-0.019342879105713306,0.006185935004476644,0.0003741469720982404,0.028823959768767265
"(2355.589098293673, 840.0)",190,0.16685237511517625,0.3972050902766782,0.027839715081575487,0.4103902835416956
"(2424.871130596428, 840.0)",205,0.18077521279547848,0.4125950304605992,0.03267967756125053,0.4254081741485537
"(2494.153162899183, 840.0)",152,0.13389435828527918,0.36073338891761847,0.01792769918062671,0.3748002802856329
"(2563.4351952019383, 840.0)",nan,nan,nan,nan,nan
"(34.64101615137754, 900.0)",nan,nan,nan,nan,nan
"(103.92304845413263, 900.0)",nan,nan,nan,nan,nan
"(173.2050807568877, 900.0)",nan,nan,nan,nan,nan
"(242.4871130596428, 900.0)",nan,nan,nan,nan,nan
"(311.76914536239786, 900.0)",120,0.2588107772447277,0.49869976528804033,0.06698301841802005,0.5094313394706677
"(381.0511776651529, 900.0)",135,0.2579244860104146,0.5027149651415361,0.06652504048373657,0.513349472448694
"(450.33320996790803, 900.0)",160,0.21634842227730688,0.4569803992223715,0.046806639821879895,0.468720533042955
"(519.6152422706632, 900.0)",117,0.6717610581245541,0.7986449197413198,0.4512629192126206,0.8021253632163056
"(588.8972745734183, 900.0)",169,0.16056716509114222,0.38983590033631116,0.02578181450540612,0.4031992427018347
"(658.1793068761733, 900.0)",197,0.3389492175796216,0.5666616021897509,0.11488657209783766,0.5757502087991766
"(727.4613391789284, 900.0)",224,0.42751246873741233,0.6365254633157049,0.18276691092595695,0.6439251211915257
"(796.7433714816835, 900.0)",163,0.27856531296093556,0.5138840123817853,0.07759863358502397,0.5242485095880416
"(866.0254037844386, 900.0)",250,0.5873084782980513,0.7447592730142923,0.34493124868077263,0.7495423942017942
"(935.3074360871937, 900.0)",228,0.331550113595668,0.5600149832389585,0.10992547782530035,0.5692642708997715
"(1004.5894683899488, 900.0)",200,0.7357575588980576,0.8375476811899605,0.5413391854756288,0.8400876560360515
"(1073.8715006927036, 900.0)",111,0.6986731862556783,0.8201150664437543,0.48814422119266176,0.8230764722288819
"(1143.1535329954588, 900.0)",231,0.643728324297643,0.7802180982614719,0.41438615550305147,0.784144007479421
"(1212.435565298214, 900.0)",260,0.5300381061079786,0.707113674141541,0.2809403939265328,0.7128068722345736
"(1281.717597600969, 900.0)",223,0.49676875059411385,0.6846709776928719,0.2467791915668369,0.6909067247251525
"(1350.999629903724, 900.0)",244,0.3722454070728065,0.5913855307743436,0.13856664308679942,0.5998764399877236
"(1420.281662206479, 900.0)",282,0.2911960101339617,0.5244957256173229,0.08479511631793832,0.5346036861915968
"(1489.5636945092342, 900.0)",159,0.11109595277264317,0.3316272499617214,0.012342310722461362,0.34639777802741367
"(1558.8457268119894, 900.0)",192,0.07641996554633712,0.27148939961337054,0.0058400111341033525,0.28771375150944717
"(1628.1277591147443, 900.0)",152,0.03644583988592087,0.1977160042044998,0.0013282992449901807,0.21572381725977172
"(1697.4097914174995, 900.0)",258,0.02218400092407613,0.16012089469968002,0.0004921298969994106,0.17903756408731855
"(1766.6918237202547, 900.0)",257,0.31096435487345686,0.5413093496874133,0.09669883000186522,0.5510108433326795
"(1835.9738560230096, 900.0)",170,0.5650561931133873,0.7311315712339576,0.3192885013757936,0.7362441401401069
"(1905.2558883257648, 900.0)",142,0.2693985858840886,0.5085204907755932,0.07257559807634667,0.5190146503405919
"(1974.53792062852, 900.0)",69,0.09776005024171663,0.3474579091992527,0.00955702742326296,0.361845733368532
"(2043.8199529312749, 900.0)",96,0.07403487558948307,0.28031461234761024,0.005481162803550236,0.2963256160028214
"(2113.10198523403, 900.0)",158,0.14004205468310515,0.3660157577255106,0.019611777079865816,0.37995494859193896
"(2182.3840175367854, 900.0)",97,0.26030090848831855,0.5015469459547856,0.06775656295984399,0.5122096899567739
"(2251.6660498395404, 900.0)",106,0.10536378710451033,0.3253915276649117,0.011101527633004577,0.34031280341483694
"(2320.9480821422953, 900.0)",193,0.1016363481337954,0.31486214253563016,0.010329947261974058,0.33003796464748175
"(2390.2301144450507, 900.0)",239,0.15171477396233146,0.37574602709483945,0.02301737263844133,0.3894499901072084
"(2459.5121467478057, 900.0)",159,0.03535578786232696,0.1941394369649316,0.0012500317353658663,0.2122337130157003
"(2528.7941790505606, 900.0)",19,0.48029324331967205,0.7078019891161182,0.2306815995785297,0.7134785472942378
"(2598.076211353316, 900.0)",nan,nan,nan,nan,nan
"(0.0, 960.0)",nan,nan,nan,nan,nan
"(69.28203230275508, 960.0)",nan,nan,nan,nan,nan
"(138.56406460551017, 960.0)",nan,nan,nan,nan,nan
"(207.84609690826525, 960.0)",nan,nan,nan,nan,nan
"(277.12812921102034, 960.0)",83,0.42268907581615456,0.6376789643762127,0.17866605481431486,0.6450507365308042
"(346.4101615137754, 960.0)",141,0.07070242529062831,0.27117280068749927,0.004998832941976878,0.2874048063167978
"(415.6921938165305, 960.0)",174,0.32601247568015457,0.5555349556008986,0.10628413429910337,0.5648925472816136
"(484.9742261192856, 960.0)",167,0.2822557565113821,0.5179964102958923,0.07966831208381263,0.5282614908776281
"(554.2562584220407, 960.0)",207,0.293795666733325,0.525969238050392,0.08631589379127898,0.5360415766748098
"(623.5382907247957, 960.0)",184,0.3417556448939545,0.5681186221841799,0.11679692081688273,0.5771720055460672
"(692.8203230275508, 960.0)",259,0.41796689699933265,0.6270220051107371,0.17469632698725074,0.6346514077135378
"(762.102355330306, 960.0)",228,0.2623269619850852,0.4972747875321516,0.06881543498432434,0.508040810345837
"(831.384387633061, 960.0)",203,0.22643718572895732,0.4610639192361095,0.051273799080850314,0.4727053345512354
"(900.6664199358161, 960.0)",177,0.28877061531835224,0.5249271123612848,0.08338846827133978,0.5350246442234439
"(969.9484522385712, 960.0)",135,0.22805920155585357,0.46984273382935804,0.05201099941429344,0.4812719225719633
"(1039.2304845413262, 960.0)",156,0.2911570087931392,0.5279913946674749,0.08477240376936815,0.5380148479482754
"(1108.5125168440813, 960.0)",170,0.07424284020414285,0.27312002887854286,0.005511999321577889,0.28930496054808164
"(1177.7945491468365, 960.0)",271,0.6091875264298761,0.7603354087837627,0.37110944235775095,0.7647419791428631
"(1247.0765814495915, 960.0)",252,0.511107160115865,0.6937213046483978,0.26123052912170447,0.6997382613360869
"(1316.3586137523466, 960.0)",262,0.34620038747805904,0.5712341438707559,0.11985470828995821,0.5802122099466779
"(1385.6406460551016, 960.0)",194,0.10385992232866292,0.31326215560728476,0.010786883466115895,0.3284766571716152
"(1454.9226783578567, 960.0)",158,0.11033862185624765,0.32718414829188924,0.012174611473136013,0.34206208769754476
"(1524.204710660612, 960.0)",199,0.18457319266646777,0.41870460884747085,0.03406726345109303,0.4313700543619625
"(1593.4867429633669, 960.0)",232,0.017805532217308295,0.1554614811450523,0.00031703697754160363,0.17449079118116917
"(1662.768775266122, 960.0)",192,0.19625520743000635,0.4327804841985731,0.03851610644339482,0.4451056474631936
